Longitude,Latitude,Address,City,Category,ClassificationOfCategories,Area
,28.63384,"G-59, Block G, Connaught Place, New Delhi, Delhi 110001, India",Central Delhi,Others,Others,Connaught Place
,28.6339059,"Subhash Nagar, New Delhi, Delhi 110027, India",North West Delhi,Indecent Exposure/Masturbation in public,Non-Verbal Abuse,Pitampura
,28.634007,*,Central Delhi,Ogling/Lewd Facial Expressions/Staring,Non-Verbal Abuse,Karol Bagh
,28.634173,mandir marg new delhi,Central Delhi,Sexual Invites,Verbal Abuse,Karol Bagh
,28.6341752,"mandir marg, new delhi",Central Delhi,Sexual Invites,Verbal Abuse,Karol Bagh
,28.634209,"Block C, Connaught Place, New Delhi, Delhi 110001, India",Central Delhi,Others,Others,Connaught Place
,28.634304,"District Park, Krishna Park, Vikaspuri, New Delhi, Delhi, India",West Delhi,Catcalls/Whistles,Verbal Abuse,Vikaspuri
,28.634374,"Barakhamba, New Delhi, Delhi, India",New Delhi,Catcalls/Whistles,Verbal Abuse,Barakhamba
,28.634374,"Barakhamba, New Delhi, Delhi, India",New Delhi,Commenting,Verbal Abuse,Barakhamba
,28.634374,"Barakhamba, New Delhi, Delhi, India",New Delhi,Ogling/Lewd Facial Expressions/Staring,Non-Verbal Abuse,Barakhamba
,28.634374,"Barakhamba, New Delhi, Delhi, India",New Delhi,Touching /Groping,Physical Abuse,Barakhamba
,28.6345048,"Ghazipur Village, Gazipur, New Delhi, Delhi, India",East Delhi,Touching /Groping,Physical Abuse,Gazipur
,28.634652,Mayur Vihar Phase 1,East Delhi,Touching /Groping,Physical Abuse,Mayur Vihar
,28.634652,"Rajiv chok Metro Station, New Delhi, Delhi 110001, India",New Delhi,Commenting,Verbal Abuse,Rajiv Chowk
,28.634764,"New Delhi, Delhi 110001, India",Central Delhi,Touching /Groping,Physical Abuse,Connaught Place
,28.634846,"8/1, Main Market Marg, Block 8, Press Colony, Mayapuri, New Delhi, Delhi 110027, India",North West Delhi,Commenting,Verbal Abuse,Pitampura
,28.634934,New Rajinder Nagar New Delhi Delhi 110060 India,Central Delhi,Stalking,Verbal Abuse,Karol Bagh
,28.634934,"New Rajinder Nagar, New Delhi, Delhi 110060, India",Central Delhi,Stalking,Verbal Abuse,Rajinder Nagar
,28.635046,"Gole Market, New Delhi, Delhi 110001, India",New Delhi,Commenting,Verbal Abuse,Gole Market
,28.635059,*,West Delhi,Ogling/Lewd Facial Expressions/Staring,Non-Verbal Abuse,Hastsal
,28.635308,*,New Delhi,Catcalls/Whistles,Verbal Abuse,Barakhamba
,28.635308,*,New Delhi,Commenting,Verbal Abuse,Barakhamba
,28.635308,*,New Delhi,Ogling/Lewd Facial Expressions/Staring,Non-Verbal Abuse,Barakhamba
,28.635308,*,New Delhi,Taking pictures without permission,Non-Verbal Abuse,Barakhamba
,28.635308,hari nagar new delhi,West Delhi,Catcalls/Whistles,Verbal Abuse,Hari Nagar
,28.635308,"kashmiri gate,new delhi",Central Delhi,Catcalls/Whistles,Verbal Abuse,Kashmere Gate
,28.635308,"Mayur Vihar, New Delhi, Delhi, India",East Delhi,Rape / Sexual Assault,Physical Abuse,Mayur Vihar
,28.635308,"Minto Bridge Colony, Barakhamba, New Delhi, Delhi, India",New Delhi,Others,Others,Barakhamba
,28.635308,"Minto Bridge Colony, Barakhamba, New Delhi, Delhi, India",New Delhi,Touching /Groping,Physical Abuse,Barakhamba
,28.635308,"South Extension New Delhi, Delhi, India",South Delhi,Indecent exposure,Non-Verbal Abuse,South Extension
,28.635578,*,North West Delhi,Others,Others,Pitampura
,28.635852,"Ramlila Maidan, Mukund Lal Katyal Marg, MCD Market, Ashok Nagar, New Delhi, Delhi 110018, India",West Delhi,Touching /Groping,Physical Abuse,Ashok Nagar
,28.635922,"Ramlila Maidan, Mukund Lal Katyal Marg, MCD Market, Ashok Nagar, New Delhi, Delhi 110018, India",West Delhi,Touching /Groping,Physical Abuse,Ashok Nagar
,28.636634,"Nirman Vihar, New Delhi, Delhi 110092",East Delhi,Catcalls/Whistles,Verbal Abuse,Nirman Vihar
,28.636634,"Nirman Vihar, New Delhi, Delhi 110092",East Delhi,Commenting,Verbal Abuse,Nirman Vihar
,28.636634,"Nirman Vihar, New Delhi, Delhi 110092",East Delhi,Others,Others,Nirman Vihar
,28.636634,"Nirman Vihar, Vikas Marg, Laxmi Nagar Commercial Complex, Swasthya Vihar, New Delhi, Delhi 110092, India",East Delhi,Commenting,Verbal Abuse,Laxmi Nagar
,28.636693,*,North West Delhi,Ogling/Lewd Facial Expressions/Staring,Non-Verbal Abuse,Pitampura
,28.636704,*,East Delhi,Touching /Groping,Physical Abuse,Laxmi Nagar
,28.636704,"Nirman Vihar Bus Stop, Vikas Marg, Block E, NIrman Vihar, Preet Vihar, New Delhi, Delhi 110092, India",East Delhi,Touching /Groping,Physical Abuse,Preet Vihar
,28.636718,"IGNOU Regional Center Delhi 2, Gandhi Smriti, Raj Ghat, New Delhi, Delhi 110002, India",Central Delhi,Catcalls/Whistles,Verbal Abuse,Raj Ghat
,28.636736,*,East Delhi,Commenting,Verbal Abuse,Laxmi Nagar
,28.636824,"Block 24, Tilak Nagar, New Delhi, Delhi 110018, India",West Delhi,Ogling/Lewd Facial Expressions/Staring,Non-Verbal Abuse,Tilak Nagar
,28.6371746,"Laxmi Nagar, New Delhi, Delhi, India",East Delhi,Petty Robbery,Physical Abuse,Laxmi Nagar
,28.6371746,"Laxmi Nagar, New Delhi, Delhi, India",East Delhi,Touching /Groping,Physical Abuse,Laxmi Nagar
,28.63718,"Lakshmi Nagar, New Delhi, Delhi, India",East Delhi,Commenting,Verbal Abuse,Laxmi Nagar
,28.63718,"Lakshmi Nagar, New Delhi, Delhi, India",East Delhi,Others,Others,Laxmi Nagar
,28.637235,*,Central Delhi,Stalking,Verbal Abuse,Karol Bagh
,28.637235,D Block Pocket D Rajender Nagar Part 1 New Rajinder Nagar New Delhi Delhi 110060 India,Central Delhi,Ogling/Lewd Facial Expressions/Staring,Non-Verbal Abuse,Karol Bagh
,28.637368,"V3S Mall, Vikas Marg, NIrman Vihar, Nirman Vihar, New Delhi, Delhi 110092, India",East Delhi,Catcalls/Whistles,Verbal Abuse,Nirman Vihar
,28.637377,"Bahadur Shah Zafar Road, LNJP Colony, Maulana Azad Medical College Campus, New Delhi, Delhi 110002, India",Central Delhi,Touching /Groping,Physical Abuse,Bahadur Shah Zafar Marg
,28.637401,"Guru Ram Das Nagar, Laxmi Nagar, New Delhi, Delhi, India",East Delhi,Chain Snatching,Physical Abuse,Laxmi Nagar
,28.637423,"D Block, Pocket D, Rajender Nagar Part 1, New Rajinder Nagar, New Delhi, Delhi 110060, India",Central Delhi,Ogling/Lewd Facial Expressions/Staring,Non-Verbal Abuse,Rajinder Nagar
,28.637713,"Central Market, Tilak Nagar, New Delhi, Delhi 110018, India",West Delhi,Catcalls/Whistles,Verbal Abuse,Tilak Nagar
,28.637725,"Laxmi Nagar, New Delhi, Delhi, India",East Delhi,Catcalls/Whistles,Verbal Abuse,Laxmi Nagar
,28.637725,"Laxmi Nagar, New Delhi, Delhi, India",East Delhi,Commenting,Verbal Abuse,Laxmi Nagar
,28.637725,"Laxmi Nagar, New Delhi, Delhi, India",East Delhi,Ogling/Lewd Facial Expressions/Staring,Non-Verbal Abuse,Laxmi Nagar
,28.637791,"Preet Vihar, New Delhi, Delhi 110092, India",East Delhi,Commenting,Verbal Abuse,Preet Vihar
,28.637839,"Gandhi Market Area, Barakhamba, New Delhi, Delhi, India",New Delhi,Catcalls/Whistles,Verbal Abuse,Barakhamba
,28.638243,"Vikaspuri, New Delhi, Delhi, India",West Delhi,Catcalls/Whistles,Verbal Abuse,Vikaspuri
,28.638243,"Vikaspuri, New Delhi, Delhi, India",West Delhi,Chain Snatching,Physical Abuse,Vikaspuri
,28.638243,"Vikaspuri, New Delhi, Delhi, India",West Delhi,Taking pictures without permission,Non-Verbal Abuse,Vikaspuri
,28.638243,"Vikaspuri, New Delhi, Delhi, India",West Delhi,Touching /Groping,Physical Abuse,Vikaspuri
,28.638337,"Tilak Nagar, New Delhi, Delhi, India",West Delhi,Commenting,Verbal Abuse,Tilak Nagar
,28.638337,"Tilak Nagar, New Delhi, Delhi, India",West Delhi,Chain Snatching,Physical Abuse,Tilak Nagar
,28.638337,"Tilak Nagar, New Delhi, Delhi, India",West Delhi,Ogling/Lewd Facial Expressions/Staring,Non-Verbal Abuse,Tilak Nagar
,28.6386438,"vikaspuri, delhi",West Delhi,Touching /Groping,Physical Abuse,Vikaspuri
,28.638646,"GG1/144, Guru Virjanand Marg, Block GG1, Vikaspuri, New Delhi, Delhi 110018, India",West Delhi,Catcalls/Whistles,Verbal Abuse,Vikaspuri
,28.6386792,"Pallika Palace Traders Association, UG 50-51, PALIKA PALACE, RamaKrishna Ashram Marg, Block 42, DIZ Area, Gole Market, New Delhi, Delhi 110001, India",Central Delhi,Others,Others,Connaught Place
,28.638753,*,West Delhi,Catcalls/Whistles,Verbal Abuse,Vikaspuri
,28.638753,*,West Delhi,Commenting,Verbal Abuse,Vikaspuri
,28.638753,*,West Delhi,Ogling/Lewd Facial Expressions/Staring,Non-Verbal Abuse,Vikaspuri
,28.638753,*,West Delhi,Touching /Groping,Physical Abuse,Vikaspuri
,28.638845,Block F Vishwakarma Park Laxmi Nagar New Delhi Delhi 110092 India,East Delhi,Catcalls/Whistles,Verbal Abuse,Laxmi Nagar
,28.6389315,"tilak nagar, delhi",West Delhi,Touching /Groping,Physical Abuse,Tilak Nagar
,28.639069,Deep Electricals & H/W Store Block 21 Tilak Vihar Delhi 110018 India,West Delhi,Ogling/Lewd Facial Expressions/Staring,Non-Verbal Abuse,Tilak Nagar
,28.639069,tilak nagar delhi,West Delhi,Touching /Groping,Physical Abuse,Tilak Nagar
,28.639087,"Minto Road, New Delhi, Delhi",Central Delhi,Commenting,Verbal Abuse,Ajmeri Gate
,28.639225,*,Central Delhi,Catcalls/Whistles,Verbal Abuse,Paharganj
,28.6392345,"Vikas Nagar, New Delhi, Delhi 110059, India",West Delhi,Catcalls/Whistles,Verbal Abuse,Vikas Nagar
,28.6392345,"Vikas Nagar, New Delhi, Delhi 110059, India",West Delhi,Sexual Invites,Verbal Abuse,Vikas Nagar
,28.639235,*,West Delhi,Catcalls/Whistles,Verbal Abuse,Vikas Nagar
,28.639235,*,West Delhi,Ogling/Lewd Facial Expressions/Staring,Non-Verbal Abuse,Vikas Nagar
,28.639235,*,West Delhi,Rape / Sexual Assault,Physical Abuse,Vikas Nagar
,28.639235,*,West Delhi,Touching /Groping,Physical Abuse,Vikas Nagar
,28.639235,Vikas Nagar New Delhi Delhi 110059 India,West Delhi,Sexual Invites,Verbal Abuse,Vikas Nagar
,28.6392553,"Rama Krishna Ashram Marg Metro Station, Panchkuian Rd, Block 42, Bharat Nagar, Paharganj, New Delhi, Delhi 110001, India",Central Delhi,Chain Snatching,Physical Abuse,Paharganj
,28.6392553,"Rama Krishna Ashram Marg Metro Station, Panchkuian Rd, Block 42, Bharat Nagar, Paharganj, New Delhi, Delhi 110001, India",Central Delhi,Ogling/Lewd Facial Expressions/Staring,Non-Verbal Abuse,Paharganj
,28.6392553,"Rama Krishna Ashram Marg Metro Station, Panchkuian Rd, Block 42, Bharat Nagar, Paharganj, New Delhi, Delhi 110001, India",Central Delhi,Others,Others,Paharganj
,28.639268,*,Central Delhi,Catcalls/Whistles,Verbal Abuse,Paharganj
,28.639268,*,Central Delhi,Commenting,Verbal Abuse,Paharganj
,28.639268,*,Central Delhi,Sexual Invites,Verbal Abuse,Paharganj
,28.639268,*,Central Delhi,Ogling/Lewd Facial Expressions/Staring,Non-Verbal Abuse,Paharganj
,28.639268,*,Central Delhi,Others,Others,Paharganj
,28.639268,*,Central Delhi,Touching /Groping,Physical Abuse,Paharganj
,28.639268,Pallika Palace Traders Association UG 50-51 PALIKA PALACE RamaKrishna Ashram Marg Block 42 DIZ Area Gole Market New Delhi Delhi 110001 India,New Delhi,Others,Others,Gole Market
,28.639268,Rama Krishna Ashram Marg Metro Station Panchkuian Rd Block 42 Bharat Nagar Paharganj New Delhi Delhi 110001 India,Central Delhi,Indecent Exposure/Masturbation in public,Non-Verbal Abuse,Paharganj
,28.639268,Rama Krishna Ashram Marg Metro Station Panchkuian Rd Block 42 Bharat Nagar Paharganj New Delhi Delhi 110001 India,Central Delhi,Petty Robbery,Physical Abuse,Paharganj
,28.639268,"Rama Krishna Ashram Marg Metro Station, Panchkuian Rd, Block 42, Bharat Nagar, Paharganj, New Delhi, Delhi 110001, India",Central Delhi,Chain Snatching,Physical Abuse,Paharganj
,28.639268,"Rama Krishna Ashram Marg Metro Station, Panchkuian Rd, Block 42, Bharat Nagar, Paharganj, New Delhi, Delhi 110001, India",Central Delhi,Indecent exposure,Non-Verbal Abuse,Paharganj
,28.639285,*,Central Delhi,Touching /Groping,Physical Abuse,Paharganj
,28.6393727,"Block F, Vishwakarma Park, Laxmi Nagar, New Delhi, Delhi 110092, India",East Delhi,Catcalls/Whistles,Verbal Abuse,Laxmi Nagar
,28.639541,zakir hussain evening college,Central Delhi,Catcalls/Whistles,Verbal Abuse,Ajmeri Gate
,28.63959,*,North West Delhi,Catcalls/Whistles,Verbal Abuse,Pitampura
,28.639798,"Sir Ganga Ram Hospital Marg, New Delhi, Delhi, India",Central Delhi,Chain Snatching,Physical Abuse,Karol Bagh
,28.640345,"78, Bada Bazar Rd, Block 54, Rajinder Nagar, New Delhi, Delhi 110060, India",Central Delhi,Others,Others,Rajinder Nagar
,28.640393,"Meenakshi Garden, Najafgarh Road, Meenakshi Garden, Ashok Nagar, New Delhi, Delhi 110018, India",South West Delhi,Touching /Groping,Physical Abuse,Najafgarh
,28.640393,"Subhash Nagar, Najafgarh Road, Meenakshi Garden, Ashok Nagar, New Delhi, Delhi 110018, India",South West Delhi,Catcalls/Whistles,Verbal Abuse,Najafgarh
,28.640393,"Subhash Nagar, New Delhi, Delhi 110027, India",West Delhi,Catcalls/Whistles,Verbal Abuse,Subhash Nagar
,28.640427,"Block C, Rajinder Nagar, New Delhi, Delhi 110060, India",Central Delhi,Poor / No Street Lighting,Others,Karol Bagh
,28.640427,"Block C, Rajinder Nagar, New Delhi, Delhi 110060, India",Central Delhi,Touching /Groping,Physical Abuse,Rajinder Nagar
,28.640446,*,South West Delhi,Touching /Groping,Physical Abuse,Najafgarh
,28.640673,Block G Vikaspuri New Delhi Delhi 110018 India,West Delhi,Commenting,Verbal Abuse,Vikaspuri
,28.6407447,"Main Bazar, Aram Bagh, Paharganj, New Delhi, Delhi 110055, India",Central Delhi,Ogling/Lewd Facial Expressions/Staring,Non-Verbal Abuse,Paharganj
,28.6408551,*,West Delhi,Commenting,Verbal Abuse,Vikaspuri
,28.641163,"Zakir Hussain College, Jawaharlal Nehru Marg, Press Enclave, Savitri Nagar, New Delhi, Delhi 110002, India",South Delhi,Commenting,Verbal Abuse,Savitri Nagar
,28.6412062,"New Delhi, Bhavbhuti Marg, Kamla Market, Ajmeri Gate, New Delhi, Delhi 110006, India",North Delhi,Indecent exposure,Non-Verbal Abuse,Kamla Market
,28.641325,New Rajdhani Enclave Block F Preet Vihar New Delhi Delhi 110092,East Delhi,Commenting,Verbal Abuse,Preet Vihar
,28.641384,"New Delhi Railway Station, Railway Colony, Paharganj, New Delhi, Delhi 110055",Central Delhi,Chain Snatching,Physical Abuse,Paharganj
,28.641385,"Rajouri Garden, New Delhi, Delhi, India",North West Delhi,Catcalls/Whistles,Verbal Abuse,Pitampura
,28.641385,"Rajouri Garden, New Delhi, Delhi, India",North West Delhi,Commenting,Verbal Abuse,Pitampura
,28.641385,"Rajouri Garden, New Delhi, Delhi, India",North West Delhi,Indecent exposure,Non-Verbal Abuse,Pitampura
,28.641529,"Rajouri Garden Extension, Rajouri Garden, New Delhi, Delhi 110027, India",North West Delhi,Catcalls/Whistles,Verbal Abuse,Pitampura
,28.641529,"Rajouri Garden Extension, Rajouri Garden, New Delhi, Delhi 110027, India",North West Delhi,Others,Others,Pitampura
,28.641529,"Rajouri Garden Extension, Rajouri Garden, New Delhi, Delhi 110027, India",North West Delhi,Touching /Groping,Physical Abuse,Pitampura
,28.641549,New Delhi Bhavbhuti Marg Kamla Market Ajmeri Gate New Delhi Delhi 110006 India,North Delhi,Catcalls/Whistles,Verbal Abuse,Kamla Market
,28.641549,New Delhi Bhavbhuti Marg Kamla Market Ajmeri Gate New Delhi Delhi 110006 India,North Delhi,Indecent Exposure/Masturbation in public,Non-Verbal Abuse,Kamla Market
,28.641549,"New Delhi, Bhavbhuti Marg, Kamla Market, Ajmeri Gate, New Delhi, Delhi 110006, India",Central Delhi,Catcalls/Whistles,Verbal Abuse,Ajmeri Gate
,28.641598,sanjay camp near dakshinpuri new delhi,South Delhi,Rape / Sexual Assault,Physical Abuse,Dakshinpuri
,28.641604,"Aram Bagh, Paharganj, New Delhi, Delhi, India",Central Delhi,Catcalls/Whistles,Verbal Abuse,Paharganj
,28.641627,*,East Delhi,Ogling/Lewd Facial Expressions/Staring,Non-Verbal Abuse,Preet Vihar
,28.641627,*,East Delhi,Touching /Groping,Physical Abuse,Preet Vihar
,28.641627,"New Rajdhani Enclave, New Rajdhani Enclave, Swasthya Vihar, New Delhi, Delhi 110092",East Delhi,Commenting,Verbal Abuse,Swasthya Vihar
,28.641627,"New Rajdhani Enclave, New Rajdhani Enclave, Swasthya Vihar, New Delhi, Delhi 110092",East Delhi,Touching /Groping,Physical Abuse,Swasthya Vihar
,28.641646,*,East Delhi,Touching /Groping,Physical Abuse,Preet Vihar
,28.641662,"Rajouri Garden, New Delhi, Delhi, India",North West Delhi,Commenting,Verbal Abuse,Pitampura
,28.6417002,"Rajouri Garden, New Delhi, Delhi, India",West Delhi,Catcalls/Whistles,Verbal Abuse,Rajouri Garden
,28.6417559,"Rajouri Garden Extension, Rajouri Garden, New Delhi, Delhi 110027, India",West Delhi,Chain Snatching,Physical Abuse,Rajouri Garden
,28.641906,Rajouri Garden Extension Rajouri Garden New Delhi Delhi 110027 India,North West Delhi,Petty Robbery,Physical Abuse,Pitampura
,28.64197,New Delhi Railway Station,New Delhi,Commenting,Verbal Abuse,New Delhi Railway Station
,28.64197,"New Delhi Railway Station, Connaught Place, New Delhi, Delhi 110006, India",Central Delhi,Commenting,Verbal Abuse,Connaught Place
,28.64197,"New Delhi Railway Station, New Delhi, Delhi 110006, India",New Delhi,Sexual Invites,Verbal Abuse,New Delhi Railway Station
,28.64197,"New Delhi Railway Station, New Delhi, Delhi 110006, India",New Delhi,Touching /Groping,Physical Abuse,New Delhi Railway Station
,28.64197,"New Delhi, Ajmere Gate, New Delhi, Delhi 110006",Central Delhi,Others,Others,Ajmeri Gate
,28.64197,"New Delhi, Delhi 110006, India",North Delhi,Touching /Groping,Physical Abuse,Chandni Chowk
,28.641976,J Block Rajouri Garden Block H Rajouri Garden New Delhi Delhi 110027,North West Delhi,Indecent Exposure/Masturbation in public,Non-Verbal Abuse,Pitampura
,28.641976,"J Block Rajouri Garden, Block H, Rajouri Garden, New Delhi, Delhi 110027",North West Delhi,Indecent exposure,Non-Verbal Abuse,Pitampura
,28.642088,"New Rajdhani Enclave, Block F, Preet Vihar, New Delhi, Delhi 110092",East Delhi,Commenting,Verbal Abuse,Preet Vihar
,28.64229,Rajendra Place Metro Station Block A Old Rajinder Nagar Rajinder Nagar New Delhi Delhi 110060 India,Central Delhi,Touching /Groping,Physical Abuse,Karol Bagh
,28.642361,"Paharganj, New Delhi, Delhi, India",Central Delhi,Catcalls/Whistles,Verbal Abuse,Paharganj
,28.642361,"Paharganj, New Delhi, Delhi, India",Central Delhi,Commenting,Verbal Abuse,Paharganj
,28.642361,"Paharganj, New Delhi, Delhi, India",Central Delhi,Sexual Invites,Verbal Abuse,Paharganj
,28.642361,"Paharganj, New Delhi, Delhi, India",Central Delhi,Chain Snatching,Physical Abuse,Paharganj
,28.642361,"Paharganj, New Delhi, Delhi, India",Central Delhi,Others,Others,Paharganj
,28.642361,"Paharganj, New Delhi, Delhi, India",Central Delhi,Touching /Groping,Physical Abuse,Paharganj
,28.642367,"Delhi Gate Bazar, Chandni Mahal, Indraprastha, New Delhi, Delhi 110006, India",Central Delhi,Rape / Sexual Assault,Physical Abuse,Delhi Gate Bazaar
,28.642382,"Block A, Kirti Nagar Industrial Area, Kirti Nagar, New Delhi, Delhi, India",North West Delhi,Chain Snatching,Physical Abuse,Pitampura
,28.642456,"Rajendra Place Metro Station, Dharamdas Shastri Marg, Rajinder Nagar, New Delhi, Delhi 110060, India",Central Delhi,Commenting,Verbal Abuse,Karol Bagh
